Year,State,State_Name,Percent_Adults,LowCI,HighCI,Sample_Size,Age,Education,Gender,Income,Race,Category,Sub_Category,status,Region
2013,US,National,24.9,24.2,25.7,54597.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2013,US,National,27.3,26.6,27.9,76830.0,45 - 54,,,,,Age (years),45 - 54,Inactive,Other
2013,US,National,28.7,28.1,29.3,101411.0,55 - 64,,,,,Age (years),55 - 64,Inactive,Other
2013,US,National,33.1,32.6,33.6,148711.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2013,US,National,37.1,36.1,38.1,45673.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2013,US,National,34.7,34.0,35.5,69523.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Inactive,Other
2013,US,National,30.8,29.9,31.7,45044.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2013,US,National,26.2,25.4,27.0,57413.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2014,US,National,23.7,23.5,24.0,454431.0,,,,,,Total,Total,Inactive,Other
2014,US,National,21.7,21.3,22.1,188835.0,,,Male,,,Gender,Male,Inactive,Other
2014,US,National,25.6,25.3,26.0,265596.0,,,Female,,,Gender,Female,Inactive,Other
2014,US,National,39.9,38.9,40.8,35244.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2014,US,National,29.6,29.1,30.1,128473.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2014,US,National,20.5,20.0,20.9,123222.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2014,US,National,12.1,11.8,12.4,164001.0,,College graduate,,,,Education,College graduate,Inactive,Other
2014,US,National,16.2,15.4,17.0,23320.0,18 - 24,,,,,Age (years),18 - 24,Inactive,Other
2014,US,National,31.2,30.7,31.7,156441.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2014,US,National,37.5,36.6,38.5,41219.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2014,US,National,33.0,32.3,33.7,66040.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Inactive,Other
2014,US,National,28.5,27.6,29.4,43382.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2014,US,National,23.0,22.3,23.7,56515.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2014,US,National,18.8,18.2,19.4,61524.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2014,US,National,11.8,11.5,12.2,116248.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2014,US,National,26.7,26.0,27.4,69503.0,,,,Data not reported,,Income,Data not reported,Inactive,Other
2014,US,National,21.6,21.3,21.9,355668.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2014,US,National,28.6,27.8,29.5,34911.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2014,US,National,29.6,28.6,30.5,29281.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2014,US,National,21.4,19.7,23.2,8448.0,,,,,Asian,Race/Ethnicity,Asian,Inactive,Other
2014,US,National,20.8,16.3,26.3,818.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2014,US,National,27.1,25.1,29.3,7052.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Inactive,Other
2014,US,National,21.1,19.4,22.9,8451.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2014,US,National,23.5,20.3,27.0,2012.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2015,US,National,61.1,53.7,68.0,673.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active,Other
2013,US,National,33.5,32.9,34.1,101611.0,55 - 64,,,,,Age (years),55 - 64,Obese,Other
2013,US,National,29.8,29.0,30.7,46125.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
2015,US,National,47.1,46.0,48.2,34646.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Active,Other
2015,US,National,32.1,31.1,33.0,36483.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
2017,US,National,38.9,38.3,39.5,138266.0,65 or older,,,,,Age (years),65 or older,Very Active,Other
2017,US,National,30.9,29.8,32.1,31301.0,,,,"Less than $15,000",,Income,"Less than $15,000",Veggies Deficient,Other
2017,US,National,38.0,37.5,38.5,154672.0,,College graduate,,,,Education,College graduate,Physical Training,Other
2015,US,National,31.1,30.1,32.1,30090.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2015,US,National,26.5,25.5,27.4,28396.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Very Active,Other
2014,US,National,31.1,30.2,32.0,41727.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
2014,US,National,32.7,31.9,33.5,55998.0,,,,Data not reported,,Income,Data not reported,Overweight,Other
2014,US,National,34.4,33.4,35.4,32260.0,,Less than high school,,,,Education,Less than high school,Obese,Other
2017,US,National,33.3,32.5,34.2,41784.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2015,US,National,27.9,27.6,28.2,311093.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Obese,Other
2017,US,National,17.6,17.1,18.1,137378.0,65 or older,,,,,Age (years),65 or older,Active and Physical Training,Other
2017,US,National,19.9,19.2,20.7,44832.0,35 - 44,,,,,Age (years),35 - 44,Active and Physical Training,Other
2013,US,National,23.9,23.4,24.4,111798.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Obese,Other
2013,US,National,37.1,36.0,38.1,27737.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Overweight,Other
2014,US,National,15.9,15.1,16.7,21699.0,18 - 24,,,,,Age (years),18 - 24,Obese,Other
2011,US,National,38.6,38.0,39.2,104938.0,55 - 64,,,,,Age (years),55 - 64,Overweight,Other
2015,US,National,32.6,26.3,39.7,738.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Obese,Other
2017,US,National,32.1,25.8,39.1,875.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2015,US,National,27.4,25.5,29.3,7744.0,,,,,Asian,Race/Ethnicity,Asian,Very Active,Other
2017,US,National,34.9,34.4,35.4,150838.0,,College graduate,,,,Education,College graduate,Very Active,Other
2017,US,National,15.1,14.8,15.3,305708.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Veggies Deficient,Other
2015,US,National,50.6,48.0,53.3,5547.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active,Other
2015,US,National,49.6,42.2,57.0,680.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Physical Training,Other
2017,US,National,48.0,47.1,48.9,45353.0,35 - 44,,,,,Age (years),35 - 44,Active,Other
2015,US,National,31.7,31.2,32.2,110951.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2017,US,National,28.8,27.8,29.9,28189.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Physical Training,Other
2015,US,National,21.5,20.8,22.2,52721.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Active and Physical Training,Other
2011,US,National,15.2,14.4,16.0,20732.0,18 - 24,,,,,Age (years),18 - 24,Obese,Other
2017,US,National,37.1,36.3,37.8,88110.0,55 - 64,,,,,Age (years),55 - 64,Overweight,Other
2014,US,National,34.2,33.6,34.8,96564.0,55 - 64,,,,,Age (years),55 - 64,Obese,Other
2012,US,National,36.8,36.1,37.6,55173.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
2017,US,National,54.9,52.7,57.0,8027.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Active,Other
2017,US,National,16.6,16.2,17.1,111095.0,,Some college or technical school,,,,Education,Some college or technical school,Veggies Deficient,Other
2017,US,National,20.6,20.3,20.9,300578.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Active and Physical Training,Other
2017,US,National,31.2,27.0,35.7,1967.0,,,,,Other,Race/Ethnicity,Other,Fruits Deficient,Other
2012,US,National,22.9,22.2,23.6,55958.0,,,,Data not reported,,Income,Data not reported,Obese,Other
2017,US,National,17.8,17.0,18.6,48547.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Veggies Deficient,Other
2015,US,National,26.5,26.0,27.0,105312.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Active and Physical Training,Other
2017,US,National,23.2,21.5,24.9,8377.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2013,US,National,32.3,31.5,33.0,71389.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Obese,Other
2017,US,National,30.1,29.8,30.4,408448.0,,,,,,Total,Total,Obese,Other
2017,US,National,50.2,49.4,50.9,85960.0,55 - 64,,,,,Age (years),55 - 64,Active,Other
2011,US,National,35.8,35.5,36.1,470531.0,,,,,,Total,Total,Overweight,Other
2015,US,National,36.3,35.5,37.1,45319.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
2011,US,National,34.6,32.1,37.2,6633.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Overweight,Other
2014,US,National,29.0,28.6,29.4,183706.0,,,Male,,,Gender,Male,Obese,Other
2014,US,National,29.2,28.5,29.9,59297.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Obese,Other
2015,US,National,26.9,26.5,27.3,142681.0,,College graduate,,,,Education,College graduate,Active and Physical Training,Other
2015,US,National,37.5,36.9,38.0,107326.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Physical Training,Other
2015,US,National,26.7,25.9,27.4,37389.0,25 - 34,,,,,Age (years),25 - 34,Obese,Other
2017,US,National,19.0,18.3,19.8,55493.0,,,,Data not reported,,Income,Data not reported,Active and Physical Training,Other
2017,US,National,24.8,23.9,25.8,30573.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Veggies Deficient,Other
2017,US,National,34.5,33.6,35.3,56534.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Obese,Other
2017,US,National,35.1,34.0,36.3,25885.0,,Less than high school,,,,Education,Less than high school,Veggies Deficient,Other
2015,US,National,24.6,24.2,25.0,167357.0,,,Male,,,Gender,Male,Inactive,Other
2015,US,National,34.0,33.1,35.0,29309.0,,Less than high school,,,,Education,Less than high school,Obese,Other
2017,US,National,28.7,22.1,36.5,814.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active and Physical Training,Other
2017,US,National,17.0,15.4,18.7,8089.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Veggies Deficient,Other
2015,US,National,16.2,15.7,16.6,108405.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2015,US,National,31.7,31.1,32.2,108516.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2015,US,National,49.4,48.5,50.2,36024.0,25 - 34,,,,,Age (years),25 - 34,Active,Other
2017,US,National,36.2,31.7,40.9,2027.0,,,,,Other,Race/Ethnicity,Other,Overweight,Other
2012,US,National,31.3,30.6,32.0,55173.0,35 - 44,,,,,Age (years),35 - 44,Obese,Other
2015,US,National,20.3,19.4,21.1,28145.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Active and Physical Training,Other
2015,US,National,13.8,13.0,14.6,30657.0,,,,"Less than $15,000",,Income,"Less than $15,000",Active and Physical Training,Other
2017,US,National,38.2,36.1,40.4,8251.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Fruits Deficient,Other
2013,US,National,34.3,33.5,35.0,71389.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Overweight,Other
2017,US,National,31.5,30.9,32.1,116429.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Fruits Deficient,Other
2017,US,National,23.7,23.1,24.2,143088.0,65 or older,,,,,Age (years),65 or older,Physical Training,Other
2014,US,National,31.4,30.9,31.9,120826.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2017,US,National,30.6,29.5,31.7,22622.0,18 - 24,,,,,Age (years),18 - 24,Very Active,Other
2013,US,National,24.8,21.8,28.1,2446.0,,,,,Other,Race/Ethnicity,Other,Obese,Other
2017,US,National,43.7,42.5,45.0,32322.0,,,,"Less than $15,000",,Income,"Less than $15,000",Fruits Deficient,Other
2013,US,National,34.9,33.9,35.9,37398.0,,Less than high school,,,,Education,Less than high school,Overweight,Other
2011,US,National,32.4,31.5,33.3,41022.0,,Less than high school,,,,Education,Less than high school,Obese,Other
2012,US,National,38.3,37.7,38.9,107562.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Overweight,Other
2015,US,National,21.8,21.1,22.5,37044.0,25 - 34,,,,,Age (years),25 - 34,Inactive,Other
2017,US,National,30.9,30.6,31.2,392209.0,,,,,,Total,Total,Very Active,Other
2017,US,National,26.3,24.3,28.4,8069.0,,,,,Asian,Race/Ethnicity,Asian,Very Active,Other
2013,US,National,38.0,37.4,38.7,101611.0,55 - 64,,,,,Age (years),55 - 64,Overweight,Other
2013,US,National,35.9,35.0,36.9,46125.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Overweight,Other
2017,US,National,56.1,51.3,60.8,1916.0,,,,,Other,Race/Ethnicity,Other,Active,Other
2015,US,National,37.1,36.6,37.6,148030.0,,College graduate,,,,Education,College graduate,Overweight,Other
2015,US,National,24.1,23.5,24.6,88671.0,55 - 64,,,,,Age (years),55 - 64,Physical Training,Other
2013,US,National,35.5,35.2,35.8,457487.0,,,,,,Total,Total,Overweight,Other
2017,US,National,26.3,25.6,27.1,40629.0,25 - 34,,,,,Age (years),25 - 34,Very Active,Other
2011,US,National,27.1,26.8,27.5,278712.0,,,Female,,,Gender,Female,Obese,Other
2017,US,National,26.8,26.0,27.6,45126.0,35 - 44,,,,,Age (years),35 - 44,Very Active,Other
2017,US,National,15.3,14.9,15.7,156777.0,,College graduate,,,,Education,College graduate,Inactive,Other
2012,US,National,34.4,33.6,35.3,42942.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2015,US,National,28.2,27.4,29.0,50388.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Very Active,Other
2014,US,National,32.9,32.1,33.7,38517.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2013,US,National,9.6,8.4,10.9,8394.0,,,,,Asian,Race/Ethnicity,Asian,Obese,Other
2015,US,National,31.5,29.1,33.9,5698.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Physical Training,Other
2017,US,National,40.6,38.0,43.2,7385.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Fruits Deficient,Other
2017,US,National,52.0,51.4,52.7,110203.0,,Some college or technical school,,,,Education,Some college or technical school,Active,Other
2015,US,National,36.9,36.1,37.8,48843.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Overweight,Other
2017,US,National,30.1,29.3,30.9,62153.0,,,,Data not reported,,Income,Data not reported,Inactive,Other
2012,US,National,29.2,28.3,30.2,44721.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
2011,US,National,37.1,36.3,37.9,61329.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Overweight,Other
2017,US,National,39.7,38.6,40.7,31517.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Fruits Deficient,Other
2012,US,National,24.2,21.5,27.1,2956.0,,,,,Other,Race/Ethnicity,Other,Obese,Other
2017,US,National,52.1,51.2,53.1,54881.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Active,Other
2014,US,National,37.9,36.8,38.9,25996.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Overweight,Other
2013,US,National,15.4,14.6,16.1,24785.0,18 - 24,,,,,Age (years),18 - 24,Obese,Other
2015,US,National,31.5,30.6,32.3,46520.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Very Active,Other
2017,US,National,25.4,24.4,26.5,22605.0,18 - 24,,,,,Age (years),18 - 24,Veggies Deficient,Other
2017,US,National,29.8,29.3,30.2,220608.0,,,Female,,,Gender,Female,Overweight,Other
2012,US,National,37.7,36.9,38.5,61143.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Overweight,Other
2015,US,National,37.2,30.6,44.4,738.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Overweight,Other
2017,US,National,26.3,25.8,26.9,112954.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Active and Physical Training,Other
2017,US,National,25.6,24.8,26.5,53973.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Veggies Deficient,Other
2017,US,National,22.5,21.4,23.5,32270.0,,,,"Less than $15,000",,Income,"Less than $15,000",Physical Training,Other
2011,US,National,30.1,29.1,31.1,28889.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Obese,Other
2017,US,National,26.0,25.3,26.8,57462.0,,,,Data not reported,,Income,Data not reported,Obese,Other
2012,US,National,30.3,29.4,31.2,46419.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2015,US,National,31.9,31.3,32.5,85542.0,55 - 64,,,,,Age (years),55 - 64,Very Active,Other
2017,US,National,34.6,34.0,35.2,113782.0,,Some college or technical school,,,,Education,Some college or technical school,Overweight,Other
2011,US,National,20.6,20.2,21.0,162648.0,,College graduate,,,,Education,College graduate,Obese,Other
2017,US,National,32.9,32.3,33.5,111007.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2015,US,National,23.8,23.3,24.3,109309.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2017,US,National,31.6,30.8,32.5,55635.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Physical Training,Other
2017,US,National,29.5,28.6,30.5,48966.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Physical Training,Other
2017,US,National,46.8,39.8,53.9,828.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Active,Other
2017,US,National,21.3,20.8,21.9,108792.0,,Some college or technical school,,,,Education,Some college or technical school,Active and Physical Training,Other
2015,US,National,27.2,26.5,28.0,35829.0,25 - 34,,,,,Age (years),25 - 34,Very Active,Other
2015,US,National,20.3,19.4,21.3,28409.0,,Less than high school,,,,Education,Less than high school,Physical Training,Other
2011,US,National,30.5,28.7,32.4,8350.0,,,,,Asian,Race/Ethnicity,Asian,Overweight,Other
2017,US,National,18.2,17.5,18.9,61940.0,45 - 54,,,,,Age (years),45 - 54,Veggies Deficient,Other
2017,US,National,33.2,32.1,34.3,27602.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Veggies Deficient,Other
2015,US,National,26.1,25.7,26.4,225899.0,,,Female,,,Gender,Female,Physical Training,Other
2017,US,National,53.0,52.7,53.4,304143.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Active,Other
2012,US,National,34.9,33.9,35.9,37655.0,,Less than high school,,,,Education,Less than high school,Overweight,Other
2017,US,National,29.7,28.9,30.5,56191.0,,,,Data not reported,,Income,Data not reported,Very Active,Other
2014,US,National,25.1,24.6,25.6,112498.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Obese,Other
2017,US,National,32.9,32.0,33.7,57462.0,,,,Data not reported,,Income,Data not reported,Overweight,Other
2017,US,National,40.5,39.3,41.8,31506.0,,,,"Less than $15,000",,Income,"Less than $15,000",Active,Other
2013,US,National,31.3,29.1,33.7,8475.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Overweight,Other
2017,US,National,38.0,36.8,39.2,33003.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2017,US,National,16.5,15.7,17.4,23516.0,18 - 24,,,,,Age (years),18 - 24,Obese,Other
2012,US,National,35.2,32.7,37.8,6543.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Overweight,Other
2017,US,National,32.0,30.9,33.0,31443.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Physical Training,Other
2017,US,National,48.5,47.6,49.3,60329.0,45 - 54,,,,,Age (years),45 - 54,Active,Other
2017,US,National,30.5,30.2,30.8,403374.0,,,,,,Total,Total,Physical Training,Other
2015,US,National,34.2,31.7,36.8,5508.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Very Active,Other
2015,US,National,27.6,27.1,28.0,141064.0,65 or older,,,,,Age (years),65 or older,Obese,Other
2014,US,National,35.0,34.5,35.6,120826.0,,High school graduate,,,,Education,High school graduate,Overweight,Other
2014,US,National,27.5,27.1,28.0,148971.0,65 or older,,,,,Age (years),65 or older,Obese,Other
2013,US,National,31.7,31.0,32.5,55422.0,35 - 44,,,,,Age (years),35 - 44,Obese,Other
2017,US,National,29.4,28.9,29.8,218574.0,,,Female,,,Gender,Female,Very Active,Other
2017,US,National,26.8,26.1,27.5,62379.0,45 - 54,,,,,Age (years),45 - 54,Physical Training,Other
2017,US,National,37.4,36.8,38.0,115251.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Physical Training,Other
2015,US,National,24.7,24.0,25.4,60962.0,,,,Data not reported,,Income,Data not reported,Obese,Other
2015,US,National,26.5,25.7,27.3,48158.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2017,US,National,34.7,34.1,35.3,111007.0,,High school graduate,,,,Education,High school graduate,Overweight,Other
2017,US,National,35.6,34.5,36.8,27768.0,,Less than high school,,,,Education,Less than high school,Obese,Other
2011,US,National,37.0,36.2,37.7,59974.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
2017,US,National,24.3,22.4,26.3,7919.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Active and Physical Training,Other
2012,US,National,36.6,35.6,37.5,44721.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Overweight,Other
2017,US,National,22.7,21.9,23.4,40256.0,25 - 34,,,,,Age (years),25 - 34,Active and Physical Training,Other
2017,US,National,32.2,31.2,33.2,32216.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2015,US,National,30.6,29.6,31.6,33296.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2012,US,National,25.6,24.9,26.4,42942.0,25 - 34,,,,,Age (years),25 - 34,Obese,Other
2017,US,National,11.5,11.2,11.9,153945.0,,College graduate,,,,Education,College graduate,Veggies Deficient,Other
2013,US,National,30.7,29.7,31.6,46889.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2017,US,National,18.8,18.1,19.6,41018.0,25 - 34,,,,,Age (years),25 - 34,Veggies Deficient,Other
2017,US,National,28.4,26.1,30.8,7520.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Inactive,Other
2017,US,National,19.6,18.8,20.4,47706.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Active and Physical Training,Other
2017,US,National,25.0,24.5,25.4,180997.0,,,Male,,,Gender,Male,Inactive,Other
2013,US,National,30.1,24.3,36.5,834.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Obese,Other
2017,US,National,32.8,30.7,35.0,8432.0,,,,,Asian,Race/Ethnicity,Asian,Fruits Deficient,Other
2017,US,National,22.0,21.2,22.8,56782.0,,,,Data not reported,,Income,Data not reported,Veggies Deficient,Other
2017,US,National,29.5,28.8,30.2,89053.0,55 - 64,,,,,Age (years),55 - 64,Inactive,Other
2017,US,National,33.0,32.2,33.9,46647.0,35 - 44,,,,,Age (years),35 - 44,Obese,Other
2013,US,National,26.4,25.6,27.1,45270.0,25 - 34,,,,,Age (years),25 - 34,Obese,Other
2011,US,National,36.8,36.4,37.3,162572.0,,College graduate,,,,Education,College graduate,Overweight,Other
2015,US,National,24.6,24.2,25.1,109789.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Obese,Other
2017,US,National,29.1,24.0,34.8,904.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Overweight,Other
2017,US,National,18.0,13.8,23.1,857.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Veggies Deficient,Other
2017,US,National,17.2,16.7,17.8,85039.0,55 - 64,,,,,Age (years),55 - 64,Active and Physical Training,Other
2017,US,National,32.5,27.0,38.6,904.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Obese,Other
2014,US,National,30.4,29.4,31.4,39123.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2017,US,National,17.5,17.0,18.0,138660.0,65 or older,,,,,Age (years),65 or older,Veggies Deficient,Other
2013,US,National,33.6,32.7,34.6,46889.0,,,,"Less than $15,000",,Income,"Less than $15,000",Obese,Other
2015,US,National,32.2,31.7,32.7,104570.0,,Some college or technical school,,,,Education,Some college or technical school,Very Active,Other
2015,US,National,34.9,34.3,35.4,105494.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Very Active,Other
2011,US,National,34.0,33.2,34.8,44407.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2014,US,National,24.3,23.5,25.0,55998.0,,,,Data not reported,,Income,Data not reported,Obese,Other
2014,US,National,36.2,35.4,36.9,49240.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
2011,US,National,26.2,25.9,26.5,371669.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Obese,Other
2017,US,National,28.8,28.1,29.6,60055.0,45 - 54,,,,,Age (years),45 - 54,Very Active,Other
2017,US,National,40.7,40.2,41.2,187637.0,,,Male,,,Gender,Male,Overweight,Other
2017,US,National,34.4,32.3,36.6,7963.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Very Active,Other
2017,US,National,39.0,38.1,39.9,55264.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Fruits Deficient,Other
2012,US,National,29.9,29.4,30.4,130030.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2015,US,National,23.2,22.8,23.7,137258.0,65 or older,,,,,Age (years),65 or older,Physical Training,Other
2015,US,National,34.2,33.4,35.0,37389.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2017,US,National,22.7,22.3,23.1,172185.0,,,Male,,,Gender,Male,Active and Physical Training,Other
2017,US,National,35.1,34.6,35.7,113287.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Very Active,Other
2017,US,National,26.6,26.2,27.0,225364.0,,,Female,,,Gender,Female,Physical Training,Other
2017,US,National,35.0,34.2,35.9,46648.0,35 - 44,,,,,Age (years),35 - 44,Fruits Deficient,Other
2017,US,National,23.7,20.3,27.4,2042.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2013,US,National,30.7,30.2,31.2,133402.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2017,US,National,26.4,25.4,27.4,23516.0,18 - 24,,,,,Age (years),18 - 24,Overweight,Other
2012,US,National,26.5,26.2,26.7,345659.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Obese,Other
2017,US,National,24.3,23.7,24.9,87807.0,55 - 64,,,,,Age (years),55 - 64,Physical Training,Other
2017,US,National,36.3,35.4,37.1,46647.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
